month,day_of_month,hour,carbon_kg_kwh
6,9,0,0.138
6,9,1,0.1332
6,9,2,0.1329
6,9,3,0.1343
6,9,4,0.1387
6,9,5,0.1414
6,9,6,0.1535
6,9,7,0.1674
6,9,8,0.1748
6,9,9,0.1831
6,9,10,0.1841
6,9,11,0.1825
6,9,12,0.181
6,9,13,0.1811
6,9,14,0.1805
6,9,15,0.1794
6,9,16,0.1798
6,9,17,0.1831
6,9,18,0.1826
6,9,19,0.184
6,9,20,0.1873
6,9,21,0.1823
6,9,22,0.1605
6,9,23,0.1473
6,10,0,0.1309
6,10,1,0.1244
6,10,2,0.126
6,10,3,0.1311
6,10,4,0.1372
6,10,5,0.144
6,10,6,0.1583
6,10,7,0.1672
6,10,8,0.1747
6,10,9,0.1865
6,10,10,0.1921
6,10,11,0.1949
6,10,12,0.1961
6,10,13,0.1979
6,10,14,0.1998
6,10,15,0.2027
6,10,16,0.2076
6,10,17,0.2119
6,10,18,0.2124
6,10,19,0.2078
6,10,20,0.2011
6,10,21,0.199
6,10,22,0.1744
6,10,23,0.1532
6,11,0,0.1397
6,11,1,0.1305
6,11,2,0.1257
6,11,3,0.126
6,11,4,0.1303
6,11,5,0.1298
6,11,6,0.1353
6,11,7,0.1337
6,11,8,0.1454
6,11,9,0.1586
6,11,10,0.1737
6,11,11,0.1837
6,11,12,0.1879
6,11,13,0.1901
6,11,14,0.1966
6,11,15,0.2024
6,11,16,0.2116
6,11,17,0.2201
6,11,18,0.2231
6,11,19,0.2226
6,11,20,0.223
6,11,21,0.2205
6,11,22,0.2084
6,11,23,0.1987
6,12,0,0.1816
6,12,1,0.1686
6,12,2,0.1618
6,12,3,0.1594
6,12,4,0.1643
6,12,5,0.1652
6,12,6,0.1693
6,12,7,0.1606
6,12,8,0.1771
6,12,9,0.2052
6,12,10,0.2106
6,12,11,0.2124
6,12,12,0.215
6,12,13,0.216
6,12,14,0.2087
6,12,15,0.2053
6,12,16,0.2134
6,12,17,0.2199
6,12,18,0.2169
6,12,19,0.1979
6,12,20,0.193
6,12,21,0.1897
6,12,22,0.1702
6,12,23,0.167
6,13,0,0.156
6,13,1,0.1589
6,13,2,0.1486
6,13,3,0.1481
6,13,4,0.1545
6,13,5,0.1714
6,13,6,0.1819
6,13,7,0.2
6,13,8,0.2145
6,13,9,0.2175
6,13,10,0.2162
6,13,11,0.2174
6,13,12,0.221
6,13,13,0.2136
6,13,14,0.2121
6,13,15,0.2128
6,13,16,0.2095
6,13,17,0.2064
6,13,18,0.2071
6,13,19,0.2083
6,13,20,0.2094
6,13,21,0.2171
6,13,22,0.2058
6,13,23,0.1996
6,14,0,0.1705
6,14,1,0.1615
6,14,2,0.1559
6,14,3,0.1542
6,14,4,0.155
6,14,5,0.1576
6,14,6,0.1779
6,14,7,0.1912
6,14,8,0.2058
6,14,9,0.2082
6,14,10,0.2089
6,14,11,0.2128
6,14,12,0.2148
6,14,13,0.214
6,14,14,0.2176
6,14,15,0.2205
6,14,16,0.2307
6,14,17,0.2313
6,14,18,0.23
6,14,19,0.2314
6,14,20,0.2265
6,14,21,0.2241
6,14,22,0.2032
6,14,23,0.1788
6,15,0,0.1693
6,15,1,0.1657
6,15,2,0.1653
6,15,3,0.1654
6,15,4,0.1691
6,15,5,0.1734
6,15,6,0.1917
6,15,7,0.1989
6,15,8,0.2147
6,15,9,0.2214
6,15,10,0.2305
6,15,11,0.2304
6,15,12,0.2285
6,15,13,0.2333
6,15,14,0.2362
6,15,15,0.2406
6,15,16,0.2441
6,15,17,0.2452
6,15,18,0.2437
6,15,19,0.2385
6,15,20,0.2381
6,15,21,0.2352
6,15,22,0.2302
6,15,23,0.2183
6,16,0,0.1979
6,16,1,0.1826
6,16,2,0.1723
6,16,3,0.1713
6,16,4,0.1736
6,16,5,0.1802
6,16,6,0.1973
6,16,7,0.2052
6,16,8,0.2199
6,16,9,0.2321
6,16,10,0.234
6,16,11,0.2388
6,16,12,0.2415
6,16,13,0.2393
6,16,14,0.2364
6,16,15,0.2294
6,16,16,0.2361
6,16,17,0.2399
6,16,18,0.2383
6,16,19,0.232
6,16,20,0.2283
6,16,21,0.2287
6,16,22,0.2145
6,16,23,0.1988
6,17,0,0.1882
6,17,1,0.1827
6,17,2,0.1769
6,17,3,0.1833
6,17,4,0.1828
6,17,5,0.1873
6,17,6,0.1977
6,17,7,0.2137
6,17,8,0.2245
6,17,9,0.2333
6,17,10,0.2375
6,17,11,0.2364
6,17,12,0.2388
6,17,13,0.2431
6,17,14,0.2432
6,17,15,0.2467
6,17,16,0.2455
6,17,17,0.2485
6,17,18,0.2518
6,17,19,0.2495
6,17,20,0.2423
6,17,21,0.235
6,17,22,0.2246
6,17,23,0.2114
6,18,0,0.198
6,18,1,0.187
6,18,2,0.1806
6,18,3,0.1776
6,18,4,0.1764
6,18,5,0.1763
6,18,6,0.185
6,18,7,0.1826
6,18,8,0.1939
6,18,9,0.2075
6,18,10,0.2185
6,18,11,0.2256
6,18,12,0.2307
6,18,13,0.2387
6,18,14,0.2422
6,18,15,0.2439
6,18,16,0.2463
6,18,17,0.2477
6,18,18,0.2455
6,18,19,0.2419
6,18,20,0.2375
6,18,21,0.2332
6,18,22,0.2192
6,18,23,0.2135
6,19,0,0.2116
6,19,1,0.1935
6,19,2,0.185
6,19,3,0.1791
6,19,4,0.1832
6,19,5,0.1831
6,19,6,0.1871
6,19,7,0.1922
6,19,8,0.1984
6,19,9,0.2109
6,19,10,0.2196
6,19,11,0.2253
6,19,12,0.2347
6,19,13,0.2433
6,19,14,0.2417
6,19,15,0.244
6,19,16,0.2433
6,19,17,0.2419
6,19,18,0.2406
6,19,19,0.2406
6,19,20,0.2363
6,19,21,0.2306
6,19,22,0.2168
6,19,23,0.2099
6,20,0,0.2037
6,20,1,0.191
6,20,2,0.1868
6,20,3,0.1857
6,20,4,0.1845
6,20,5,0.189
6,20,6,0.1999
6,20,7,0.2076
6,20,8,0.2257
6,20,9,0.2443
6,20,10,0.2489
6,20,11,0.2544
6,20,12,0.2558
6,20,13,0.2509
6,20,14,0.2516
6,20,15,0.2507
6,20,16,0.2548
6,20,17,0.2545
6,20,18,0.2575
6,20,19,0.2566
6,20,20,0.2559
6,20,21,0.2488
6,20,22,0.239
6,20,23,0.2235
6,21,0,0.2119
6,21,1,0.1962
6,21,2,0.1938
6,21,3,0.1922
6,21,4,0.1903
6,21,5,0.1986
6,21,6,0.2105
6,21,7,0.2191
6,21,8,0.2392
6,21,9,0.2479
6,21,10,0.2472
6,21,11,0.2521
6,21,12,0.2503
6,21,13,0.2528
6,21,14,0.2541
6,21,15,0.2553
6,21,16,0.2553
6,21,17,0.2512
6,21,18,0.2484
6,21,19,0.2492
6,21,20,0.2469
6,21,21,0.2479
6,21,22,0.2364
6,21,23,0.2227
6,22,0,0.1958
6,22,1,0.1783
6,22,2,0.173
6,22,3,0.174
6,22,4,0.1723
6,22,5,0.1744
6,22,6,0.183
6,22,7,0.1946
6,22,8,0.2029
6,22,9,0.2172
6,22,10,0.2236
6,22,11,0.2253
6,22,12,0.2249
6,22,13,0.2297
6,22,14,0.231
6,22,15,0.2338
6,22,16,0.2328
6,22,17,0.233
6,22,18,0.2325
6,22,19,0.2345
6,22,20,0.2317
6,22,21,0.2283
6,22,22,0.2206
6,22,23,0.2037
6,23,0,0.1891
6,23,1,0.1705
6,23,2,0.1645
6,23,3,0.1624
6,23,4,0.1611
6,23,5,0.1635
6,23,6,0.1733
6,23,7,0.1817
6,23,8,0.2007
6,23,9,0.2176
6,23,10,0.2291
6,23,11,0.2309
6,23,12,0.2337
6,23,13,0.2367
6,23,14,0.2348
6,23,15,0.2388
6,23,16,0.2411
6,23,17,0.2406
6,23,18,0.2372
6,23,19,0.2348
6,23,20,0.231
6,23,21,0.2283
6,23,22,0.2131
6,23,23,0.1964
6,24,0,0.1799
6,24,1,0.1659
6,24,2,0.1589
6,24,3,0.1588
6,24,4,0.1616
6,24,5,0.1704
6,24,6,0.1756
6,24,7,0.191
6,24,8,0.2209
6,24,9,0.2375
6,24,10,0.2443
6,24,11,0.2517
6,24,12,0.2587
6,24,13,0.2648
6,24,14,0.2654
6,24,15,0.2686
6,24,16,0.2677
6,24,17,0.2693
6,24,18,0.2696
6,24,19,0.2658
6,24,20,0.2642
6,24,21,0.2638
6,24,22,0.2632
6,24,23,0.2588
6,25,0,0.2348
6,25,1,0.2188
6,25,2,0.2099
6,25,3,0.1966
6,25,4,0.1969
6,25,5,0.1964
6,25,6,0.1961
6,25,7,0.2013
6,25,8,0.2227
6,25,9,0.2343
6,25,10,0.2416
6,25,11,0.2483
6,25,12,0.253
6,25,13,0.2542
6,25,14,0.2577
6,25,15,0.2572
6,25,16,0.26
6,25,17,0.2613
6,25,18,0.2627
6,25,19,0.2628
6,25,20,0.2583
6,25,21,0.2552
6,25,22,0.2616
6,25,23,0.2562
6,26,0,0.2397
6,26,1,0.2223
6,26,2,0.2096
6,26,3,0.2058
6,26,4,0.2062
6,26,5,0.2058
6,26,6,0.2187
6,26,7,0.2269
6,26,8,0.2413
6,26,9,0.2408
6,26,10,0.2429
6,26,11,0.2547
6,26,12,0.263
6,26,13,0.2701
6,26,14,0.273
6,26,15,0.2724
6,26,16,0.2773
6,26,17,0.2802
6,26,18,0.2803
6,26,19,0.2851
6,26,20,0.2803
6,26,21,0.2768
6,26,22,0.2796
6,26,23,0.2731
6,27,0,0.257
6,27,1,0.235
6,27,2,0.2237
6,27,3,0.2225
6,27,4,0.2222
6,27,5,0.2329
6,27,6,0.2338
6,27,7,0.2498
6,27,8,0.2608
6,27,9,0.2736
6,27,10,0.2786
6,27,11,0.2843
6,27,12,0.2873
6,27,13,0.289
6,27,14,0.2859
6,27,15,0.2753
6,27,16,0.2714
6,27,17,0.2768
6,27,18,0.2799
6,27,19,0.2912
6,27,20,0.2926
6,27,21,0.2808
6,27,22,0.2662
6,27,23,0.2505
6,28,0,0.2317
6,28,1,0.2248
6,28,2,0.2219
6,28,3,0.2209
6,28,4,0.2208
6,28,5,0.2231
6,28,6,0.2381
6,28,7,0.2537
6,28,8,0.2628
6,28,9,0.2697
6,28,10,0.2779
6,28,11,0.2802
6,28,12,0.2804
6,28,13,0.2762
6,28,14,0.2748
6,28,15,0.2724
6,28,16,0.2731
6,28,17,0.2722
6,28,18,0.2746
6,28,19,0.2714
6,28,20,0.2714
6,28,21,0.263
6,28,22,0.2559
6,28,23,0.2475
6,29,0,0.2201
6,29,1,0.2098
6,29,2,0.2084
6,29,3,0.2062
6,29,4,0.2054
6,29,5,0.2083
6,29,6,0.2246
6,29,7,0.2231
6,29,8,0.2348
6,29,9,0.2514
6,29,10,0.2562
6,29,11,0.2608
6,29,12,0.2638
6,29,13,0.2723
6,29,14,0.2754
6,29,15,0.2773
6,29,16,0.2769
6,29,17,0.2773
6,29,18,0.2729
6,29,19,0.2626
6,29,20,0.2596
6,29,21,0.2554
6,29,22,0.2406
6,29,23,0.2279
6,30,0,0.2168
6,30,1,0.1996
6,30,2,0.1961
6,30,3,0.1968
6,30,4,0.1987
6,30,5,0.205
6,30,6,0.2167
6,30,7,0.219
6,30,8,0.23
6,30,9,0.2423
6,30,10,0.2465
6,30,11,0.2545
6,30,12,0.2616
6,30,13,0.2675
6,30,14,0.2716
6,30,15,0.2719
6,30,16,0.2741
6,30,17,0.276
6,30,18,0.2748
6,30,19,0.2742
6,30,20,0.2656
6,30,21,0.2573
6,30,22,0.2467
6,30,23,0.2245
7,1,0,0.208
7,1,1,0.192
7,1,2,0.1813
7,1,3,0.1729
7,1,4,0.1779
7,1,5,0.1749
7,1,6,0.1913
7,1,7,0.2067
7,1,8,0.2229
7,1,9,0.2317
7,1,10,0.2434
7,1,11,0.244
7,1,12,0.2506
7,1,13,0.2554
7,1,14,0.2537
7,1,15,0.2568
7,1,16,0.2577
7,1,17,0.2509
7,1,18,0.2448
7,1,19,0.2388
7,1,20,0.2359
7,1,21,0.2306
7,1,22,0.2241
7,1,23,0.2177
7,2,0,0.1942
7,2,1,0.1759
7,2,2,0.1725
7,2,3,0.1645
7,2,4,0.159
7,2,5,0.1616
7,2,6,0.1664
7,2,7,0.1712
7,2,8,0.1808
7,2,9,0.1878
7,2,10,0.1851
7,2,11,0.1919
7,2,12,0.1925
7,2,13,0.1924
7,2,14,0.1974
7,2,15,0.1998
7,2,16,0.2007
7,2,17,0.2027
7,2,18,0.2069
7,2,19,0.2067
7,2,20,0.2085
7,2,21,0.208
7,2,22,0.2039
7,2,23,0.1942
7,3,0,0.1813
7,3,1,0.1651
7,3,2,0.157
7,3,3,0.1556
7,3,4,0.1506
7,3,5,0.1525
7,3,6,0.1649
7,3,7,0.1622
7,3,8,0.1686
7,3,9,0.185
7,3,10,0.2005
7,3,11,0.2077
7,3,12,0.2096
7,3,13,0.2115
7,3,14,0.2129
7,3,15,0.2143
7,3,16,0.2172
7,3,17,0.2229
7,3,18,0.2261
7,3,19,0.2222
7,3,20,0.2194
7,3,21,0.2076
7,3,22,0.1962
7,3,23,0.1926
7,4,0,0.1724
7,4,1,0.1583
7,4,2,0.1566
7,4,3,0.1518
7,4,4,0.1544
7,4,5,0.1574
7,4,6,0.1697
7,4,7,0.1681
7,4,8,0.1857
7,4,9,0.1928
7,4,10,0.2023
7,4,11,0.2113
7,4,12,0.216
7,4,13,0.2181
7,4,14,0.2198
7,4,15,0.225
7,4,16,0.2335
7,4,17,0.238
7,4,18,0.233
7,4,19,0.2305
7,4,20,0.2301
7,4,21,0.2362
7,4,22,0.2263
7,4,23,0.2253
7,5,0,0.2002
7,5,1,0.1863
7,5,2,0.1799
7,5,3,0.1799
7,5,4,0.1822
7,5,5,0.1879
7,5,6,0.1996
7,5,7,0.218
7,5,8,0.2356
7,5,9,0.2489
7,5,10,0.2449
7,5,11,0.2517
7,5,12,0.2512
7,5,13,0.2477
7,5,14,0.2458
7,5,15,0.2472
7,5,16,0.2524
7,5,17,0.2559
7,5,18,0.2586
7,5,19,0.2578
7,5,20,0.2542
7,5,21,0.2511
7,5,22,0.2518
7,5,23,0.2402
7,6,0,0.2266
7,6,1,0.2129
7,6,2,0.2061
7,6,3,0.1995
7,6,4,0.1996
7,6,5,0.2002
7,6,6,0.2112
7,6,7,0.2275
7,6,8,0.2497
7,6,9,0.2592
7,6,10,0.2675
7,6,11,0.2769
7,6,12,0.2827
7,6,13,0.2893
7,6,14,0.2975
7,6,15,0.3053
7,6,16,0.312
7,6,17,0.3109
7,6,18,0.3135
7,6,19,0.3129
7,6,20,0.3084
7,6,21,0.3068
7,6,22,0.31
7,6,23,0.3117
7,7,0,0.3016
7,7,1,0.2889
7,7,2,0.2851
7,7,3,0.2813
7,7,4,0.2796
7,7,5,0.2873
7,7,6,0.2797
7,7,7,0.2814
7,7,8,0.2965
7,7,9,0.3025
7,7,10,0.3071
7,7,11,0.3087
7,7,12,0.3141
7,7,13,0.3267
7,7,14,0.3188
7,7,15,0.3092
7,7,16,0.3049
7,7,17,0.3013
7,7,18,0.2953
7,7,19,0.2937
7,7,20,0.2922
7,7,21,0.2898
7,7,22,0.2908
7,7,23,0.2738
7,8,0,0.2552
7,8,1,0.2442
7,8,2,0.2424
7,8,3,0.2498
7,8,4,0.2508
7,8,5,0.2487
7,8,6,0.2538
7,8,7,0.2611
7,8,8,0.265
7,8,9,0.2674
7,8,10,0.2678
7,8,11,0.2719
7,8,12,0.2756
7,8,13,0.2763
7,8,14,0.275
7,8,15,0.2744
7,8,16,0.2778
7,8,17,0.2781
7,8,18,0.2732
7,8,19,0.2681
7,8,20,0.2631
7,8,21,0.2591
7,8,22,0.2499
7,8,23,0.2438
7,9,0,0.2123
7,9,1,0.1991
7,9,2,0.1965
7,9,3,0.2022
7,9,4,0.2
7,9,5,0.1959
7,9,6,0.1937
7,9,7,0.1968
7,9,8,0.2118
7,9,9,0.2186
7,9,10,0.2123
7,9,11,0.211
7,9,12,0.2157
7,9,13,0.2223
7,9,14,0.2247
7,9,15,0.2281
7,9,16,0.2348
7,9,17,0.235
7,9,18,0.2283
7,9,19,0.2227
7,9,20,0.2195
7,9,21,0.2162
7,9,22,0.2133
7,9,23,0.2141
7,10,0,0.1913
7,10,1,0.1753
7,10,2,0.1706
7,10,3,0.165
7,10,4,0.1649
7,10,5,0.1661
7,10,6,0.172
7,10,7,0.1814
7,10,8,0.1893
7,10,9,0.1944
7,10,10,0.1901
7,10,11,0.1937
7,10,12,0.1985
7,10,13,0.2018
7,10,14,0.2058
7,10,15,0.2087
7,10,16,0.212
7,10,17,0.2133
7,10,18,0.2169
7,10,19,0.2184
7,10,20,0.2181
7,10,21,0.2165
7,10,22,0.2173
7,10,23,0.208
7,11,0,0.2006
7,11,1,0.1936
7,11,2,0.1903
7,11,3,0.1871
7,11,4,0.1903
7,11,5,0.1909
7,11,6,0.1923
7,11,7,0.2106
7,11,8,0.223
7,11,9,0.2316
7,11,10,0.2408
7,11,11,0.2456
7,11,12,0.2447
7,11,13,0.2486
7,11,14,0.2479
7,11,15,0.2525
7,11,16,0.2561
7,11,17,0.261
7,11,18,0.2628
7,11,19,0.2573
7,11,20,0.2524
7,11,21,0.2451
7,11,22,0.2311
7,11,23,0.2171
7,12,0,0.1973
7,12,1,0.185
7,12,2,0.1859
7,12,3,0.1861
7,12,4,0.1854
7,12,5,0.1853
7,12,6,0.1908
7,12,7,0.2053
7,12,8,0.2297
7,12,9,0.2387
7,12,10,0.2446
7,12,11,0.2519
7,12,12,0.2597
7,12,13,0.2615
7,12,14,0.2576
7,12,15,0.2595
7,12,16,0.2614
7,12,17,0.2704
7,12,18,0.2738
7,12,19,0.271
7,12,20,0.2685
7,12,21,0.2654
7,12,22,0.2522
7,12,23,0.2287
7,13,0,0.2128
7,13,1,0.1958
7,13,2,0.1917
7,13,3,0.1905
7,13,4,0.19
7,13,5,0.1949
7,13,6,0.1993
7,13,7,0.2238
7,13,8,0.2497
7,13,9,0.2604
7,13,10,0.2662
7,13,11,0.2746
7,13,12,0.2796
7,13,13,0.2801
7,13,14,0.2804
7,13,15,0.2792
7,13,16,0.2765
7,13,17,0.273
7,13,18,0.2772
7,13,19,0.2758
7,13,20,0.2749
7,13,21,0.2714
7,13,22,0.2673
7,13,23,0.2487
7,14,0,0.2308
7,14,1,0.2258
7,14,2,0.212
7,14,3,0.2105
7,14,4,0.2118
7,14,5,0.2204
7,14,6,0.2374
7,14,7,0.2397
7,14,8,0.2514
7,14,9,0.2608
7,14,10,0.2671
7,14,11,0.2735
7,14,12,0.2753
7,14,13,0.2696
7,14,14,0.2637
7,14,15,0.264
7,14,16,0.2742
7,14,17,0.2707
7,14,18,0.2659
7,14,19,0.2643
7,14,20,0.262
7,14,21,0.2584
7,14,22,0.2517
7,14,23,0.2339
7,15,0,0.2245
7,15,1,0.2214
7,15,2,0.2142
7,15,3,0.2121
7,15,4,0.2148
7,15,5,0.2167
7,15,6,0.2223
7,15,7,0.2348
7,15,8,0.2505
7,15,9,0.2629
7,15,10,0.2687
7,15,11,0.2752
7,15,12,0.28
7,15,13,0.2729
7,15,14,0.2737
7,15,15,0.2771
7,15,16,0.273
7,15,17,0.2738
7,15,18,0.2755
7,15,19,0.2726
7,15,20,0.2653
7,15,21,0.2614
7,15,22,0.2527
7,15,23,0.2413
7,16,0,0.2241
7,16,1,0.2116
7,16,2,0.2013
7,16,3,0.1961
7,16,4,0.1936
7,16,5,0.1924
7,16,6,0.1901
7,16,7,0.1981
7,16,8,0.2062
7,16,9,0.2169
7,16,10,0.2306
7,16,11,0.237
7,16,12,0.2431
7,16,13,0.2441
7,16,14,0.2403
7,16,15,0.2409
7,16,16,0.2435
7,16,17,0.2446
7,16,18,0.2447
7,16,19,0.2414
7,16,20,0.2374
7,16,21,0.234
7,16,22,0.2259
7,16,23,0.218
7,17,0,0.2121
7,17,1,0.2043
7,17,2,0.1936
7,17,3,0.1868
7,17,4,0.1876
7,17,5,0.1879
7,17,6,0.1811
7,17,7,0.1869
7,17,8,0.1954
7,17,9,0.2115
7,17,10,0.2215
7,17,11,0.23
7,17,12,0.2399
7,17,13,0.244
7,17,14,0.2427
7,17,15,0.2434
7,17,16,0.2429
7,17,17,0.2453
7,17,18,0.2459
7,17,19,0.239
7,17,20,0.2363
7,17,21,0.2356
7,17,22,0.2327
7,17,23,0.2178
7,18,0,0.2034
7,18,1,0.1928
7,18,2,0.1859
7,18,3,0.185
7,18,4,0.1845
7,18,5,0.189
7,18,6,0.2012
7,18,7,0.2149
7,18,8,0.2303
7,18,9,0.2486
7,18,10,0.256
7,18,11,0.2659
7,18,12,0.2694
7,18,13,0.2715
7,18,14,0.2777
7,18,15,0.2924
7,18,16,0.2817
7,18,17,0.2727
7,18,18,0.2736
7,18,19,0.275
7,18,20,0.2751
7,18,21,0.2719
7,18,22,0.2665
7,18,23,0.2547
7,19,0,0.2326
7,19,1,0.2225
7,19,2,0.2104
7,19,3,0.2117
7,19,4,0.2111
7,19,5,0.2121
7,19,6,0.2145
7,19,7,0.2173
7,19,8,0.2266
7,19,9,0.2316
7,19,10,0.2418
7,19,11,0.2532
7,19,12,0.2556
7,19,13,0.258
7,19,14,0.2597
7,19,15,0.2592
7,19,16,0.2613
7,19,17,0.2612
7,19,18,0.264
7,19,19,0.2607
7,19,20,0.2512
7,19,21,0.2528
7,19,22,0.2404
7,19,23,0.2326
7,20,0,0.2169
7,20,1,0.2052
7,20,2,0.1987
7,20,3,0.1968
7,20,4,0.1949
7,20,5,0.1958
7,20,6,0.2006
7,20,7,0.211
7,20,8,0.2176
7,20,9,0.2247
7,20,10,0.2298
7,20,11,0.2311
7,20,12,0.244
7,20,13,0.2483
7,20,14,0.2451
7,20,15,0.2554
7,20,16,0.2606
7,20,17,0.2648
7,20,18,0.2646
7,20,19,0.2594
7,20,20,0.2509
7,20,21,0.2459
7,20,22,0.2354
7,20,23,0.2273
7,21,0,0.2211
7,21,1,0.2084
7,21,2,0.1941
7,21,3,0.1944
7,21,4,0.1928
7,21,5,0.1987
7,21,6,0.2023
7,21,7,0.2128
7,21,8,0.2339
7,21,9,0.2608
7,21,10,0.2739
7,21,11,0.2836
7,21,12,0.29
7,21,13,0.2998
7,21,14,0.3028
7,21,15,0.3016
7,21,16,0.3022
7,21,17,0.306
7,21,18,0.3106
7,21,19,0.3024
7,21,20,0.29
7,21,21,0.278
7,21,22,0.2689
7,21,23,0.2479
7,22,0,0.2347
7,22,1,0.2131
7,22,2,0.2019
7,22,3,0.1953
7,22,4,0.1958
7,22,5,0.2042
7,22,6,0.2086
7,22,7,0.2291
7,22,8,0.2416
7,22,9,0.2593
7,22,10,0.2678
7,22,11,0.2748
7,22,12,0.2774
7,22,13,0.2766
7,22,14,0.2809
7,22,15,0.2857
7,22,16,0.2887
7,22,17,0.2935
7,22,18,0.2895
7,22,19,0.2891
7,22,20,0.2841
7,22,21,0.283
7,22,22,0.2789
7,22,23,0.2769
7,23,0,0.2711
7,23,1,0.2591
7,23,2,0.2497
7,23,3,0.2348
7,23,4,0.227
7,23,5,0.2258
7,23,6,0.2181
7,23,7,0.2308
7,23,8,0.2391
7,23,9,0.259
7,23,10,0.2764
7,23,11,0.2795
7,23,12,0.2842
7,23,13,0.2875
7,23,14,0.2887
7,23,15,0.2903
7,23,16,0.2931
7,23,17,0.2935
7,23,18,0.3005
7,23,19,0.2986
7,23,20,0.3001
7,23,21,0.2917
7,23,22,0.2876
7,23,23,0.2818
7,24,0,0.2659
7,24,1,0.2501
7,24,2,0.2317
7,24,3,0.2199
7,24,4,0.2167
7,24,5,0.2156
7,24,6,0.2153
7,24,7,0.2234
7,24,8,0.2328
7,24,9,0.2423
7,24,10,0.2447
7,24,11,0.2482
7,24,12,0.2604
7,24,13,0.2715
7,24,14,0.2819
7,24,15,0.2856
7,24,16,0.2891
7,24,17,0.2922
7,24,18,0.2919
7,24,19,0.2898
7,24,20,0.2814
7,24,21,0.2788
7,24,22,0.2803
7,24,23,0.2786
7,25,0,0.2631
7,25,1,0.2487
7,25,2,0.234
7,25,3,0.2296
7,25,4,0.227
7,25,5,0.2303
7,25,6,0.2373
7,25,7,0.2488
7,25,8,0.2599
7,25,9,0.2743
7,25,10,0.2832
7,25,11,0.289
7,25,12,0.2921
7,25,13,0.2935
7,25,14,0.3085
7,25,15,0.3038
7,25,16,0.3053
7,25,17,0.2988
7,25,18,0.2852
7,25,19,0.284
7,25,20,0.2842
7,25,21,0.2801
7,25,22,0.2678
7,25,23,0.2499
7,26,0,0.2324
7,26,1,0.2182
7,26,2,0.2136
7,26,3,0.2127
7,26,4,0.2125
7,26,5,0.2135
7,26,6,0.2185
7,26,7,0.2342
7,26,8,0.2506
7,26,9,0.2677
7,26,10,0.2787
7,26,11,0.2831
7,26,12,0.2828
7,26,13,0.2824
7,26,14,0.2856
7,26,15,0.289
7,26,16,0.2916
7,26,17,0.2916
7,26,18,0.2928
7,26,19,0.2956
7,26,20,0.2907
7,26,21,0.2806
7,26,22,0.2749
7,26,23,0.2626
7,27,0,0.246
7,27,1,0.2346
7,27,2,0.2228
7,27,3,0.217
7,27,4,0.2192
7,27,5,0.2226
7,27,6,0.2283
7,27,7,0.2448
7,27,8,0.262
7,27,9,0.2773
7,27,10,0.2796
7,27,11,0.2847
7,27,12,0.2853
7,27,13,0.2857
7,27,14,0.2865
7,27,15,0.2898
7,27,16,0.2868
7,27,17,0.2881
7,27,18,0.2872
7,27,19,0.289
7,27,20,0.2902
7,27,21,0.2871
7,27,22,0.2829
7,27,23,0.2701
7,28,0,0.2592
7,28,1,0.2509
7,28,2,0.2404
7,28,3,0.2228
7,28,4,0.2231
7,28,5,0.2275
7,28,6,0.2254
7,28,7,0.2383
7,28,8,0.2576
7,28,9,0.2722
7,28,10,0.2795
7,28,11,0.2864
7,28,12,0.2867
7,28,13,0.2884
7,28,14,0.2907
7,28,15,0.294
7,28,16,0.2937
7,28,17,0.294
7,28,18,0.2982
7,28,19,0.2956
7,28,20,0.292
7,28,21,0.2896
7,28,22,0.2933
7,28,23,0.2858
7,29,0,0.2738
7,29,1,0.2633
7,29,2,0.2548
7,29,3,0.2408
7,29,4,0.2402
7,29,5,0.2413
7,29,6,0.2423
7,29,7,0.2535
7,29,8,0.2654
7,29,9,0.2657
7,29,10,0.2707
7,29,11,0.2771
7,29,12,0.2772
7,29,13,0.2752
7,29,14,0.2779
7,29,15,0.2812
7,29,16,0.282
7,29,17,0.2809
7,29,18,0.2833
7,29,19,0.2826
7,29,20,0.2801
7,29,21,0.2776
7,29,22,0.2732
7,29,23,0.2728
7,30,0,0.2569
7,30,1,0.233
7,30,2,0.2223
7,30,3,0.2189
7,30,4,0.2203
7,30,5,0.2239
7,30,6,0.2246
7,30,7,0.2409
7,30,8,0.2384
7,30,9,0.2438
7,30,10,0.2614
7,30,11,0.2578
7,30,12,0.2565
7,30,13,0.27
7,30,14,0.2786
7,30,15,0.276
7,30,16,0.276
7,30,17,0.2706
7,30,18,0.2701
7,30,19,0.2706
7,30,20,0.27
7,30,21,0.2706
7,30,22,0.2649
7,30,23,0.2607
7,31,0,0.2457
7,31,1,0.2401
7,31,2,0.2369
7,31,3,0.2359
7,31,4,0.2308
7,31,5,0.228
7,31,6,0.2263
7,31,7,0.2275
7,31,8,0.2331
7,31,9,0.2373
7,31,10,0.2388
7,31,11,0.2482
7,31,12,0.2585
7,31,13,0.2628
7,31,14,0.2666
7,31,15,0.2673
7,31,16,0.2664
7,31,17,0.2656
7,31,18,0.268
7,31,19,0.2694
7,31,20,0.2683
7,31,21,0.2665
7,31,22,0.2622
7,31,23,0.2557
8,1,0,0.2308
8,1,1,0.2263
8,1,2,0.2213
8,1,3,0.219
8,1,4,0.2173
8,1,5,0.2165
8,1,6,0.225
8,1,7,0.2357
8,1,8,0.2407
8,1,9,0.2497
