month,day_of_month,hour,price_per_kwh
4,25,7,3.163
4,25,8,3.355
4,25,9,3.566
4,25,10,4.003
4,25,11,4.026
4,25,12,4.079
4,25,13,4.223
4,25,14,4.237
4,25,15,4.242
4,25,16,4.4
4,25,17,4.2
4,25,18,3.834
4,25,19,3.835
4,25,20,4.775
4,25,21,3.462
4,25,22,2.676
4,25,23,2.498
4,26,0,2.309
4,26,1,2.178
4,26,2,2.098
4,26,3,2.013
4,26,4,2.098
4,26,5,2.206
4,26,6,2.985
4,26,7,3.384
4,26,8,3.773
4,26,9,3.914
4,26,10,4.222
4,26,11,4.301
4,26,12,4.225
4,26,13,4.312
4,26,14,4.113
4,26,15,4.501
4,26,16,4.381
4,26,17,4.067
4,26,18,3.554
4,26,19,3.827
4,26,20,4.67
4,26,21,3.45
4,26,22,2.62
4,26,23,2.42
4,27,0,2.231
4,27,1,2.145
4,27,2,2.06
4,27,3,2.021
4,27,4,2.099
4,27,5,2.191
4,27,6,3.041
4,27,7,3.373
4,27,8,3.533
4,27,9,3.693
4,27,10,3.965
4,27,11,3.966
4,27,12,3.77
4,27,13,3.741
4,27,14,3.578
4,27,15,3.654
4,27,16,3.774
4,27,17,3.604
4,27,18,3.367
4,27,19,3.686
4,27,20,4.356
4,27,21,3.227
4,27,22,2.692
4,27,23,2.248
4,28,0,2.013
4,28,1,1.97
4,28,2,1.912
4,28,3,1.875
4,28,4,1.856
4,28,5,1.921
4,28,6,2.901
4,28,7,3.008
4,28,8,3.113
4,28,9,3.288
4,28,10,3.424
4,28,11,3.377
4,28,12,3.297
4,28,13,3.011
4,28,14,2.948
4,28,15,3.034
4,28,16,3.038
4,28,17,2.949
4,28,18,2.945
4,28,19,3.006
4,28,20,3.572
4,28,21,2.799
4,28,22,2.288
4,28,23,2.156
4,29,0,1.829
4,29,1,1.759
4,29,2,1.727
4,29,3,1.644
4,29,4,1.666
4,29,5,1.871
4,29,6,2.613
4,29,7,2.763
4,29,8,2.946
4,29,9,2.95
4,29,10,3.165
4,29,11,3.014
4,29,12,2.931
4,29,13,2.9
4,29,14,2.843
4,29,15,3.039
4,29,16,3.035
4,29,17,3.002
4,29,18,2.866
4,29,19,2.905
4,29,20,3.465
4,29,21,2.811
4,29,22,2.237
4,29,23,2.22
4,30,0,2.012
4,30,1,1.98
4,30,2,1.872
4,30,3,1.842
4,30,4,1.756
4,30,5,1.888
4,30,6,1.855
4,30,7,1.955
4,30,8,2.224
4,30,9,2.422
4,30,10,2.596
4,30,11,2.333
4,30,12,2.254
4,30,13,2.172
4,30,14,2.083
4,30,15,2.075
4,30,16,2.101
4,30,17,2.103
4,30,18,2.115
4,30,19,2.375
4,30,20,3.225
4,30,21,2.376
4,30,22,1.994
4,30,23,1.96
5,1,0,2.141
5,1,1,2.108
5,1,2,1.838
5,1,3,1.767
5,1,4,1.769
5,1,5,1.775
5,1,6,1.853
5,1,7,1.827
5,1,8,2.209
5,1,9,2.396
5,1,10,2.551
5,1,11,2.521
5,1,12,2.496
5,1,13,2.404
5,1,14,2.366
5,1,15,2.428
5,1,16,2.609
5,1,17,2.6
5,1,18,2.647
5,1,19,2.759
5,1,20,3.323
5,1,21,2.801
5,1,22,2.21
5,1,23,2.11
5,2,0,1.964
5,2,1,1.629
5,2,2,1.415
5,2,3,1.398
5,2,4,1.532
5,2,5,1.799
5,2,6,2.611
5,2,7,2.881
5,2,8,3.173
5,2,9,3.17
5,2,10,3.402
5,2,11,3.402
5,2,12,3.297
5,2,13,3.261
5,2,14,3.118
5,2,15,3.226
5,2,16,3.288
5,2,17,3.357
5,2,18,3.117
5,2,19,3.251
5,2,20,3.392
5,2,21,2.825
5,2,22,2.236
5,2,23,2.069
5,3,0,1.965
5,3,1,1.772
5,3,2,1.666
5,3,3,1.586
5,3,4,1.677
5,3,5,1.948
5,3,6,2.576
5,3,7,2.78
5,3,8,3.008
5,3,9,3.13
5,3,10,3.317
5,3,11,3.426
5,3,12,3.25
5,3,13,3.143
5,3,14,2.9
5,3,15,2.9
5,3,16,2.926
5,3,17,2.838
5,3,18,2.764
5,3,19,2.87
5,3,20,3.456
5,3,21,2.65
5,3,22,2.26
5,3,23,2.038
5,4,0,2.087
5,4,1,1.969
5,4,2,1.83
5,4,3,1.769
5,4,4,1.842
5,4,5,2.153
5,4,6,2.638
5,4,7,2.72
5,4,8,3.081
5,4,9,3.068
5,4,10,3.348
5,4,11,3.389
5,4,12,3.217
5,4,13,3.178
5,4,14,3.109
5,4,15,3.104
5,4,16,3.158
5,4,17,3.024
5,4,18,2.858
5,4,19,2.9
5,4,20,3.345
5,4,21,2.77
5,4,22,2.396
5,4,23,2.302
5,5,0,2.094
5,5,1,2.009
5,5,2,1.859
5,5,3,1.823
5,5,4,1.772
5,5,5,2.1
5,5,6,2.752
5,5,7,2.64
5,5,8,3.04
5,5,9,2.91
5,5,10,3.216
5,5,11,3.21
5,5,12,3.129
5,5,13,3.215
5,5,14,3.129
5,5,15,3.248
5,5,16,3.185
5,5,17,3.05
5,5,18,2.816
5,5,19,2.826
5,5,20,3.167
5,5,21,2.664
5,5,22,2.399
5,5,23,2.214
5,6,0,2.182
5,6,1,2.073
5,6,2,1.866
5,6,3,1.758
5,6,4,1.749
5,6,5,2.065
5,6,6,2.562
5,6,7,2.553
5,6,8,2.79
5,6,9,2.899
5,6,10,3.112
5,6,11,3.063
5,6,12,3.216
5,6,13,3.185
5,6,14,2.987
5,6,15,3.176
5,6,16,3.185
5,6,17,3.012
5,6,18,2.756
5,6,19,2.747
5,6,20,3.057
5,6,21,2.758
5,6,22,2.301
5,6,23,2.157
5,7,0,2.108
5,7,1,1.896
5,7,2,1.796
5,7,3,1.71
5,7,4,1.666
5,7,5,1.768
5,7,6,1.82
5,7,7,1.931
5,7,8,2.125
5,7,9,2.312
5,7,10,2.435
5,7,11,2.345
5,7,12,2.299
5,7,13,2.298
5,7,14,2.134
5,7,15,2.206
5,7,16,2.326
5,7,17,2.304
5,7,18,2.292
5,7,19,2.497
5,7,20,2.726
5,7,21,2.587
5,7,22,2.073
5,7,23,1.927
5,8,0,1.91
5,8,1,1.804
5,8,2,1.555
5,8,3,1.519
5,8,4,1.458
5,8,5,1.475
5,8,6,1.543
5,8,7,1.605
5,8,8,1.946
5,8,9,2.077
5,8,10,2.171
5,8,11,2.221
5,8,12,2.221
5,8,13,2.222
5,8,14,2.183
5,8,15,2.216
5,8,16,2.294
5,8,17,2.49
5,8,18,2.515
5,8,19,2.598
5,8,20,2.847
5,8,21,2.748
5,8,22,2.248
5,8,23,2.029
5,9,0,1.787
5,9,1,1.677
5,9,2,1.595
5,9,3,1.576
5,9,4,1.647
5,9,5,1.728
5,9,6,2.292
5,9,7,2.533
5,9,8,2.799
5,9,9,2.933
5,9,10,3.223
5,9,11,3.22
5,9,12,3.223
5,9,13,3.29
5,9,14,3.044
5,9,15,3.037
5,9,16,3.054
5,9,17,3.079
5,9,18,2.927
5,9,19,2.912
5,9,20,3.229
5,9,21,2.692
5,9,22,2.209
5,9,23,2.108
5,10,0,1.888
5,10,1,1.753
5,10,2,1.509
5,10,3,1.434
5,10,4,1.447
5,10,5,1.724
5,10,6,2.233
5,10,7,2.528
5,10,8,2.665
5,10,9,2.83
5,10,10,2.936
5,10,11,2.894
5,10,12,2.907
5,10,13,2.945
5,10,14,2.852
5,10,15,2.945
5,10,16,2.945
5,10,17,2.945
5,10,18,2.702
5,10,19,2.688
5,10,20,3.229
5,10,21,2.687
5,10,22,2.245
5,10,23,2.136
5,11,0,1.62
5,11,1,1.473
5,11,2,1.248
5,11,3,1.219
5,11,4,1.344
5,11,5,1.597
5,11,6,2.089
5,11,7,2.214
5,11,8,2.328
5,11,9,2.565
5,11,10,2.727
5,11,11,2.681
5,11,12,2.9
5,11,13,2.903
5,11,14,2.701
5,11,15,2.952
5,11,16,2.953
5,11,17,2.846
5,11,18,2.561
5,11,19,2.532
5,11,20,3.272
5,11,21,2.557
5,11,22,2.207
5,11,23,2.136
5,12,0,1.816
5,12,1,1.659
5,12,2,1.288
5,12,3,1.274
5,12,4,1.392
5,12,5,1.74
5,12,6,2.13
5,12,7,2.27
5,12,8,2.398
5,12,9,2.524
5,12,10,2.893
5,12,11,2.837
5,12,12,2.861
5,12,13,2.684
5,12,14,2.605
5,12,15,2.776
5,12,16,2.877
5,12,17,2.807
5,12,18,2.574
5,12,19,2.485
5,12,20,2.901
5,12,21,2.425
5,12,22,2.155
5,12,23,2.043
5,13,0,1.865
5,13,1,1.613
5,13,2,1.3
5,13,3,1.204
5,13,4,1.277
5,13,5,1.743
5,13,6,2.097
5,13,7,2.207
5,13,8,2.343
5,13,9,2.729
5,13,10,2.812
5,13,11,2.806
5,13,12,2.798
5,13,13,2.824
5,13,14,2.708
5,13,15,2.804
5,13,16,2.831
5,13,17,2.6
5,13,18,2.419
5,13,19,2.343
5,13,20,2.773
5,13,21,2.399
5,13,22,2.199
5,13,23,2.116
5,14,0,2.163
5,14,1,2.018
5,14,2,1.737
5,14,3,1.651
5,14,4,1.666
5,14,5,1.716
5,14,6,1.738
5,14,7,1.838
5,14,8,2.242
5,14,9,2.466
5,14,10,2.539
5,14,11,2.58
5,14,12,2.564
5,14,13,2.537
5,14,14,2.42
5,14,15,2.476
5,14,16,2.507
5,14,17,2.5
5,14,18,2.391
5,14,19,2.5
5,14,20,2.797
5,14,21,2.486
5,14,22,2.264
5,14,23,2.119
5,15,0,2.158
5,15,1,2.056
5,15,2,1.815
5,15,3,1.561
5,15,4,1.493
5,15,5,1.535
5,15,6,1.536
5,15,7,1.592
5,15,8,1.823
5,15,9,2.091
5,15,10,2.159
5,15,11,2.194
5,15,12,2.134
5,15,13,2.144
5,15,14,2.12
5,15,15,2.153
5,15,16,2.195
5,15,17,2.24
5,15,18,2.332
5,15,19,2.525
5,15,20,2.783
5,15,21,2.57
5,15,22,2.191
5,15,23,2.102
5,16,0,1.835
5,16,1,1.603
5,16,2,1.524
5,16,3,1.515
5,16,4,1.545
5,16,5,1.858
5,16,6,2.146
5,16,7,2.227
5,16,8,2.475
5,16,9,2.701
5,16,10,2.816
5,16,11,2.816
5,16,12,2.806
5,16,13,2.808
5,16,14,2.751
5,16,15,2.815
5,16,16,2.816
5,16,17,2.827
5,16,18,2.603
5,16,19,2.643
5,16,20,2.902
5,16,21,2.33
5,16,22,2.054
5,16,23,2.03
5,17,0,1.866
5,17,1,1.818
5,17,2,1.62
5,17,3,1.631
5,17,4,1.656
5,17,5,1.85
5,17,6,2.197
5,17,7,2.312
5,17,8,2.388
5,17,9,2.446
5,17,10,2.596
5,17,11,2.591
5,17,12,2.553
5,17,13,2.53
5,17,14,2.375
5,17,15,2.517
5,17,16,2.569
5,17,17,2.494
5,17,18,2.378
5,17,19,2.389
5,17,20,2.86
5,17,21,2.38
5,17,22,2.011
5,17,23,1.936
5,18,0,2.17
5,18,1,2.056
5,18,2,1.827
5,18,3,1.511
5,18,4,1.523
5,18,5,1.827
5,18,6,2.282
5,18,7,2.343
5,18,8,2.569
5,18,9,2.662
5,18,10,2.761
5,18,11,2.828
5,18,12,2.801
5,18,13,2.802
5,18,14,2.662
5,18,15,2.635
5,18,16,2.697
5,18,17,2.642
5,18,18,2.601
5,18,19,2.6
5,18,20,2.974
5,18,21,2.465
5,18,22,2.156
5,18,23,2.157
5,19,0,1.479
5,19,1,1.336
5,19,2,1.069
5,19,3,1.009
5,19,4,1.0
5,19,5,1.335
5,19,6,2.038
5,19,7,2.159
5,19,8,2.166
5,19,9,2.267
5,19,10,2.5
5,19,11,2.468
5,19,12,2.383
5,19,13,2.543
5,19,14,2.455
5,19,15,2.465
5,19,16,2.521
5,19,17,2.468
5,19,18,2.396
5,19,19,2.264
5,19,20,2.688
5,19,21,2.168
5,19,22,1.818
5,19,23,1.609
5,20,0,1.799
5,20,1,1.5
5,20,2,1.249
5,20,3,1.078
5,20,4,1.192
5,20,5,1.504
5,20,6,2.015
5,20,7,2.104
5,20,8,2.07
5,20,9,2.295
5,20,10,2.343
5,20,11,2.427
5,20,12,2.489
5,20,13,2.503
5,20,14,2.536
5,20,15,2.638
5,20,16,2.607
5,20,17,2.497
5,20,18,2.194
5,20,19,2.197
5,20,20,2.452
5,20,21,2.164
5,20,22,1.885
5,20,23,1.859
5,21,0,1.985
5,21,1,1.779
5,21,2,1.377
5,21,3,1.189
5,21,4,1.096
5,21,5,1.067
5,21,6,0.967
5,21,7,1.547
5,21,8,1.931
5,21,9,2.238
5,21,10,2.348
5,21,11,2.434
5,21,12,2.494
5,21,13,2.507
5,21,14,2.37
5,21,15,2.347
5,21,16,2.1
5,21,17,2.146
5,21,18,2.086
5,21,19,2.1
5,21,20,2.457
5,21,21,2.17
5,21,22,1.889
5,21,23,1.812
5,22,0,1.384
5,22,1,1.182
5,22,2,1.142
5,22,3,1.018
5,22,4,0.858
5,22,5,0.796
5,22,6,0.713
5,22,7,0.923
5,22,8,1.235
5,22,9,1.466
5,22,10,1.516
5,22,11,1.658
5,22,12,1.651
5,22,13,1.673
5,22,14,1.528
5,22,15,1.556
5,22,16,1.709
5,22,17,1.768
5,22,18,1.767
5,22,19,1.894
5,22,20,2.148
5,22,21,1.989
5,22,22,1.538
5,22,23,1.386
5,23,0,1.182
5,23,1,1.064
5,23,2,0.963
5,23,3,0.868
5,23,4,0.864
5,23,5,1.216
5,23,6,1.512
5,23,7,1.9
5,23,8,1.972
5,23,9,2.102
5,23,10,2.231
5,23,11,2.31
5,23,12,2.3
5,23,13,2.338
5,23,14,2.329
5,23,15,2.48
5,23,16,2.355
5,23,17,2.298
5,23,18,2.128
5,23,19,2.187
5,23,20,2.425
5,23,21,2.024
5,23,22,1.68
5,23,23,1.605
5,24,0,1.178
5,24,1,1.055
5,24,2,0.926
5,24,3,0.911
5,24,4,0.917
5,24,5,1.185
5,24,6,1.602
5,24,7,1.954
5,24,8,2.102
5,24,9,2.252
5,24,10,2.332
5,24,11,2.356
5,24,12,2.417
5,24,13,2.45
5,24,14,2.447
5,24,15,2.455
5,24,16,2.569
5,24,17,2.523
5,24,18,2.356
5,24,19,2.367
5,24,20,2.402
5,24,21,2.024
5,24,22,1.679
5,24,23,1.381
5,25,0,2.011
5,25,1,1.761
5,25,2,1.535
5,25,3,1.419
5,25,4,1.426
5,25,5,1.639
5,25,6,2.111
5,25,7,2.301
5,25,8,2.361
5,25,9,2.631
5,25,10,2.802
5,25,11,2.841
5,25,12,2.971
5,25,13,3.061
5,25,14,3.16
5,25,15,3.357
5,25,16,3.463
5,25,17,3.226
5,25,18,2.955
5,25,19,2.826
5,25,20,2.989
5,25,21,2.609
5,25,22,2.231
5,25,23,2.144
5,26,0,2.053
5,26,1,1.811
5,26,2,1.483
5,26,3,1.283
5,26,4,1.189
5,26,5,1.519
5,26,6,2.096
5,26,7,2.313
5,26,8,2.525
5,26,9,2.68
5,26,10,3.015
5,26,11,3.252
5,26,12,3.572
5,26,13,3.813
5,26,14,4.055
5,26,15,4.592
5,26,16,4.731
5,26,17,3.955
5,26,18,3.5
5,26,19,3.007
5,26,20,3.183
5,26,21,2.798
5,26,22,2.393
5,26,23,2.25
5,27,0,1.977
5,27,1,1.64
5,27,2,1.301
5,27,3,1.222
5,27,4,1.182
5,27,5,1.508
5,27,6,2.111
5,27,7,2.359
5,27,8,2.543
5,27,9,2.833
5,27,10,3.023
5,27,11,3.334
5,27,12,3.634
5,27,13,3.895
5,27,14,4.28
5,27,15,4.812
5,27,16,5.015
5,27,17,4.214
5,27,18,3.614
5,27,19,3.177
5,27,20,3.176
5,27,21,2.915
5,27,22,2.395
5,27,23,2.296
5,28,0,2.156
5,28,1,1.902
5,28,2,1.597
5,28,3,1.411
5,28,4,1.359
5,28,5,1.348
5,28,6,1.482
5,28,7,1.912
5,28,8,2.289
5,28,9,2.584
5,28,10,2.784
5,28,11,3.02
5,28,12,3.256
5,28,13,3.481
5,28,14,3.583
5,28,15,3.712
5,28,16,3.919
5,28,17,3.661
5,28,18,3.254
5,28,19,3.013
5,28,20,3.063
5,28,21,2.888
5,28,22,2.47
5,28,23,2.31
5,29,0,2.306
5,29,1,2.144
5,29,2,1.886
5,29,3,1.626
5,29,4,1.52
5,29,5,1.417
5,29,6,1.331
5,29,7,1.625
5,29,8,2.112
5,29,9,2.452
5,29,10,2.705
5,29,11,2.948
5,29,12,3.025
5,29,13,3.187
5,29,14,3.375
5,29,15,3.546
5,29,16,3.51
5,29,17,3.41
5,29,18,3.11
5,29,19,3.015
5,29,20,3.103
5,29,21,2.873
5,29,22,2.344
5,29,23,2.097
5,30,0,2.096
5,30,1,2.002
5,30,2,1.845
5,30,3,1.502
5,30,4,1.412
5,30,5,1.436
5,30,6,1.349
5,30,7,1.316
5,30,8,1.777
5,30,9,2.142
5,30,10,2.219
5,30,11,2.396
5,30,12,2.517
5,30,13,2.655
5,30,14,2.656
5,30,15,2.706
5,30,16,2.739
5,30,17,2.778
5,30,18,2.527
5,30,19,2.52
5,30,20,2.705
5,30,21,2.446
5,30,22,2.03
5,30,23,1.893
5,31,0,1.973
5,31,1,1.64
5,31,2,1.481
5,31,3,1.459
5,31,4,1.402
5,31,5,1.658
5,31,6,2.063
5,31,7,2.318
5,31,8,2.502
5,31,9,2.824
5,31,10,3.126
5,31,11,3.527
5,31,12,3.789
5,31,13,4.018
5,31,14,4.449
5,31,15,4.757
5,31,16,4.813
5,31,17,4.298
5,31,18,3.684
5,31,19,3.256
5,31,20,3.337
5,31,21,2.903
5,31,22,2.405
5,31,23,2.189
6,1,0,2.078
6,1,1,1.781
6,1,2,1.551
6,1,3,1.363
6,1,4,1.29
6,1,5,1.511
6,1,6,1.985
6,1,7,2.199
6,1,8,2.416
6,1,9,2.711
6,1,10,2.856
6,1,11,2.999
6,1,12,3.232
6,1,13,3.53
6,1,14,3.804
6,1,15,4.033
6,1,16,3.799
6,1,17,3.473
6,1,18,2.973
6,1,19,2.759
6,1,20,2.768
6,1,21,2.525
6,1,22,2.146
6,1,23,1.956
6,2,0,1.713
6,2,1,1.454
6,2,2,1.284
6,2,3,1.209
6,2,4,1.151
6,2,5,1.229
6,2,6,1.646
6,2,7,1.834
6,2,8,2.097
6,2,9,2.263
6,2,10,2.402
6,2,11,2.556
6,2,12,2.612
6,2,13,2.795
6,2,14,2.846
6,2,15,2.954
6,2,16,2.961
6,2,17,2.844
6,2,18,2.578
6,2,19,2.452
6,2,20,2.535
6,2,21,2.295
6,2,22,1.925
6,2,23,1.732
6,3,0,1.974
6,3,1,1.72
6,3,2,1.512
6,3,3,1.431
6,3,4,1.359
6,3,5,1.587
6,3,6,1.941
6,3,7,2.16
6,3,8,2.275
6,3,9,2.478
6,3,10,2.633
6,3,11,2.811
6,3,12,2.868
6,3,13,3.003
6,3,14,2.981
6,3,15,2.985
6,3,16,3.096
6,3,17,2.981
6,3,18,2.747
6,3,19,2.705
6,3,20,2.644
6,3,21,2.35
6,3,22,2.163
6,3,23,1.962
6,4,0,2.118
6,4,1,1.896
6,4,2,1.745
6,4,3,1.576
6,4,4,1.475
6,4,5,1.509
6,4,6,1.227
6,4,7,1.674
6,4,8,1.967
6,4,9,2.352
6,4,10,2.456
6,4,11,2.794
6,4,12,2.858
6,4,13,3.203
6,4,14,3.463
6,4,15,3.92
6,4,16,3.023
6,4,17,2.965
6,4,18,2.831
6,4,19,2.812
6,4,20,2.862
6,4,21,3.448
6,4,22,2.235
6,4,23,2.076
6,5,0,2.146
6,5,1,1.884
6,5,2,1.784
6,5,3,1.607
6,5,4,1.403
6,5,5,1.388
6,5,6,1.256
6,5,7,1.478
6,5,8,1.663
6,5,9,2.048
6,5,10,2.21
6,5,11,2.354
6,5,12,2.563
6,5,13,2.739
6,5,14,2.759
6,5,15,2.8
6,5,16,2.802
6,5,17,2.786
6,5,18,2.677
6,5,19,2.562
6,5,20,2.781
6,5,21,3.107
6,5,22,2.285
6,5,23,2.053
6,6,0,2.143
6,6,1,1.894
6,6,2,1.725
6,6,3,1.686
6,6,4,1.611
6,6,5,1.775
6,6,6,1.994
6,6,7,2.175
6,6,8,2.4
6,6,9,2.705
6,6,10,2.975
6,6,11,3.113
6,6,12,3.3
6,6,13,3.639
6,6,14,3.902
6,6,15,4.333
6,6,16,4.525
6,6,17,3.95
6,6,18,3.182
6,6,19,3.03
6,6,20,3.14
6,6,21,2.968
6,6,22,2.419
6,6,23,2.306
6,7,0,2.111
6,7,1,1.808
6,7,2,1.648
6,7,3,1.533
6,7,4,1.385
6,7,5,1.573
6,7,6,1.977
6,7,7,2.133
6,7,8,2.5
6,7,9,2.855
6,7,10,2.991
6,7,11,3.0
6,7,12,3.155
6,7,13,3.342
6,7,14,3.512
6,7,15,3.9
6,7,16,4.091
6,7,17,3.574
6,7,18,3.147
6,7,19,2.9
6,7,20,2.926
6,7,21,2.769
6,7,22,2.305
6,7,23,2.216
6,8,0,1.848
6,8,1,1.716
6,8,2,1.365
6,8,3,1.226
6,8,4,1.168
6,8,5,1.271
6,8,6,1.75
6,8,7,2.001
6,8,8,2.11
6,8,9,2.457
6,8,10,2.478
6,8,11,2.525
6,8,12,2.53
6,8,13,2.613
6,8,14,2.66
6,8,15,2.978
6,8,16,2.704
6,8,17,2.462
6,8,18,2.177
6,8,19,2.203
6,8,20,2.16
6,8,21,2.01
6,8,22,1.833
6,8,23,1.579
6,9,0,1.531
6,9,1,1.265
6,9,2,1.148
6,9,3,1.028
6,9,4,0.964
6,9,5,1.1
6,9,6,1.518
6,9,7,1.717
6,9,8,2.049
6,9,9,2.124
6,9,10,2.113
6,9,11,2.144
6,9,12,2.229
6,9,13,2.442
6,9,14,2.442
6,9,15,2.547
6,9,16,2.544
6,9,17,2.48
6,9,18,2.269
6,9,19,2.133
6,9,20,2.207
6,9,21,2.194
6,9,22,2.103
6,9,23,1.651
6,10,0,1.453
6,10,1,1.237
6,10,2,1.004
6,10,3,0.926
6,10,4,0.901
6,10,5,1.033
6,10,6,1.39
6,10,7,1.773
6,10,8,1.896
6,10,9,2.042
6,10,10,2.218
6,10,11,2.191
6,10,12,2.136
6,10,13,2.476
6,10,14,2.575
6,10,15,2.894
6,10,16,2.871
6,10,17,2.659
6,10,18,2.359
6,10,19,2.354
6,10,20,2.349
6,10,21,2.084
6,10,22,2.028
6,10,23,1.537
6,11,0,1.465
6,11,1,1.285
6,11,2,1.055
6,11,3,0.934
6,11,4,0.902
6,11,5,0.941
6,11,6,0.937
6,11,7,1.269
6,11,8,2.01
6,11,9,2.294
6,11,10,2.294
6,11,11,2.353
6,11,12,2.451
6,11,13,2.489
6,11,14,2.716
6,11,15,2.813
6,11,16,2.814
6,11,17,2.81
6,11,18,2.711
6,11,19,2.5
6,11,20,2.574
6,11,21,2.534
6,11,22,2.24
6,11,23,2.012
6,12,0,2.311
6,12,1,2.092
6,12,2,1.815
6,12,3,1.383
6,12,4,1.234
6,12,5,1.209
6,12,6,0.974
6,12,7,1.5
6,12,8,2.209
6,12,9,2.294
6,12,10,2.502
6,12,11,2.729
6,12,12,2.453
6,12,13,2.716
6,12,14,2.736
6,12,15,2.83
6,12,16,2.831
6,12,17,2.795
6,12,18,2.534
6,12,19,2.509
6,12,20,2.488
6,12,21,2.401
6,12,22,2.074
6,12,23,1.627
6,13,0,1.805
6,13,1,1.819
6,13,2,1.313
6,13,3,1.25
6,13,4,1.053
6,13,5,1.145
6,13,6,1.697
6,13,7,1.918
6,13,8,2.053
6,13,9,2.183
6,13,10,2.328
6,13,11,2.372
6,13,12,2.404
6,13,13,2.507
6,13,14,2.544
6,13,15,2.707
6,13,16,2.831
6,13,17,2.781
6,13,18,2.477
6,13,19,2.33
6,13,20,2.312
6,13,21,2.122
6,13,22,1.922
6,13,23,1.703
6,14,0,2.021
6,14,1,1.598
6,14,2,1.305
6,14,3,1.116
6,14,4,1.086
6,14,5,1.263
6,14,6,1.574
6,14,7,1.898
6,14,8,2.001
6,14,9,2.17
6,14,10,2.384
6,14,11,2.502
6,14,12,2.769
6,14,13,2.831
6,14,14,2.869
6,14,15,3.046
6,14,16,3.16
6,14,17,3.007
6,14,18,2.831
6,14,19,2.623
6,14,20,2.551
6,14,21,2.322
6,14,22,2.112
6,14,23,1.983
6,15,0,2.154
6,15,1,1.894
6,15,2,1.595
6,15,3,1.352
6,15,4,1.285
6,15,5,1.219
6,15,6,1.507
6,15,7,1.996
6,15,8,2.052
6,15,9,2.353
6,15,10,2.509
6,15,11,2.925
6,15,12,3.151
6,15,13,3.39
6,15,14,3.5
6,15,15,3.844
6,15,16,4.05
6,15,17,3.591
6,15,18,3.209
6,15,19,3.045
6,15,20,3.086
6,15,21,2.871
6,15,22,2.294
6,15,23,2.216
6,16,0,2.184
6,16,1,1.996
6,16,2,1.64
6,16,3,1.494
6,16,4,1.404
6,16,5,1.498
6,16,6,1.994
6,16,7,2.158
6,16,8,2.65
6,16,9,2.804
6,16,10,2.839
6,16,11,2.889
6,16,12,3.1
6,16,13,3.451
6,16,14,3.477
6,16,15,3.403
6,16,16,3.49
6,16,17,3.4
6,16,18,2.9
6,16,19,2.675
6,16,20,2.67
6,16,21,2.465
6,16,22,2.218
6,16,23,2.154
6,17,0,2.026
6,17,1,1.865
6,17,2,1.667
6,17,3,1.519
6,17,4,1.479
6,17,5,1.626
6,17,6,1.857
6,17,7,2.048
6,17,8,2.117
6,17,9,2.285
6,17,10,2.428
6,17,11,2.591
6,17,12,2.765
6,17,13,2.847
6,17,14,3.054
6,17,15,3.141
6,17,16,3.162
6,17,17,3.036
6,17,18,2.711
6,17,19,2.509
6,17,20,2.463
6,17,21,2.361
6,17,22,2.081
6,17,23,1.945
6,18,0,1.92
6,18,1,1.842
6,18,2,1.628
6,18,3,1.455
6,18,4,1.377
6,18,5,1.321
6,18,6,1.258
6,18,7,1.515
6,18,8,1.798
6,18,9,2.071
6,18,10,2.264
6,18,11,2.661
6,18,12,2.789
6,18,13,2.91
6,18,14,2.91
6,18,15,2.976
6,18,16,3.088
6,18,17,2.959
6,18,18,2.799
6,18,19,2.61
6,18,20,2.607
6,18,21,2.423
6,18,22,2.185
6,18,23,2.0
6,19,0,2.155
6,19,1,2.1
6,19,2,2.028
6,19,3,1.781
6,19,4,1.699
6,19,5,1.412
6,19,6,1.288
6,19,7,1.547
6,19,8,2.0
6,19,9,2.241
6,19,10,2.633
6,19,11,2.969
6,19,12,3.02
6,19,13,3.164
6,19,14,3.44
6,19,15,3.574
6,19,16,3.7
6,19,17,3.6
6,19,18,3.375
6,19,19,3.165
6,19,20,3.166
6,19,21,3.033
6,19,22,2.804
6,19,23,2.405
6,20,0,2.226
6,20,1,2.033
6,20,2,1.945
6,20,3,1.791
6,20,4,1.714
6,20,5,1.754
6,20,6,1.84
6,20,7,2.281
6,20,8,2.522
6,20,9,2.947
6,20,10,3.232
6,20,11,3.582
6,20,12,4.048
6,20,13,4.231
6,20,14,4.852
6,20,15,5.308
6,20,16,5.746
6,20,17,4.935
6,20,18,4.239
6,20,19,3.629
6,20,20,3.599
6,20,21,3.337
6,20,22,2.854
6,20,23,2.662
6,21,0,2.422
6,21,1,2.162
6,21,2,1.955
6,21,3,1.88
6,21,4,1.866
6,21,5,1.993
6,21,6,2.166
6,21,7,2.61
6,21,8,2.761
6,21,9,2.973
6,21,10,3.297
6,21,11,3.684
6,21,12,4.159
6,21,13,5.432
6,21,14,5.1
6,21,15,5.868
6,21,16,6.162
6,21,17,5.488
6,21,18,4.14
6,21,19,3.702
6,21,20,3.48
6,21,21,3.187
6,21,22,2.831
6,21,23,2.493
6,22,0,2.44
6,22,1,2.265
6,22,2,1.898
6,22,3,1.704
6,22,4,1.767
6,22,5,1.715
6,22,6,1.987
6,22,7,2.342
6,22,8,2.464
6,22,9,2.663
6,22,10,2.886
6,22,11,3.178
6,22,12,3.343
